Year,State,District,Yield_kg_per_hectare,mean_ndvi,total_rainfall_mm
2023,Andhra Pradesh,Palnadu,3636.363636363637,0.38863876617995924,2051.7715272837995
2023,Andhra Pradesh,Palnadu,3400.0,0.38863876617995924,2051.7715272837995
2023,Andhra Pradesh,Palnadu,3625.0,0.38863876617995924,2051.7715272837995
2023,Andhra Pradesh,Parvathipuram Manyam,3176.4705882352937,0.6428987097540424,3773.4421435075647
2023,Andhra Pradesh,Parvathipuram Manyam,4000.0,0.6428987097540424,3773.4421435075647
2023,Andhra Pradesh,Parvathipuram Manyam,3188.405797101449,0.6428987097540424,3773.4421435075647
2023,Andhra Pradesh,Prakasam,3375.0,0.24883149068829175,1905.0399859246086
2023,Andhra Pradesh,Prakasam,3333.333333333333,0.24883149068829175,1905.0399859246086
2023,Andhra Pradesh,Prakasam,3357.142857142857,0.24883149068829175,1905.0399859246086
2023,Andhra Pradesh,Spsr Nellore,3953.488372093024,0.3232565229323178,1328.5981127131217
2023,Andhra Pradesh,Spsr Nellore,4396.226415094339,0.3232565229323178,1328.5981127131217
2023,Andhra Pradesh,Spsr Nellore,4268.456375838926,0.3232565229323178,1328.5981127131217
2023,Andhra Pradesh,Sri Sathya Sai,2750.0,0.4345536743746478,1156.4473128889122
2023,Andhra Pradesh,Sri Sathya Sai,2500.0,0.4345536743746478,1156.4473128889122
2023,Andhra Pradesh,Sri Sathya Sai,2700.0,0.4345536743746478,1156.4473128889122
2023,Andhra Pradesh,Srikakulam,2770.833333333333,0.4720249768905168,2772.7678876699183
2023,Andhra Pradesh,Srikakulam,3200.0,0.4720249768905168,2772.7678876699183
2023,Andhra Pradesh,Srikakulam,2785.2348993288592,0.4720249768905168,2772.7678876699183
2023,Andhra Pradesh,Tirupati,3791.666666666667,0.4323069236557112,2146.6127774738793
2023,Andhra Pradesh,Tirupati,3701.298701298701,0.4323069236557112,2146.6127774738793
2023,Andhra Pradesh,Tirupati,3732.673267326733,0.4323069236557112,2146.6127774738793
2023,Andhra Pradesh,Vizianagaram,3308.5106382978724,0.4721714183178778,3124.817675910277
2023,Andhra Pradesh,Vizianagaram,inf,0.4721714183178778,3124.817675910277
2023,Andhra Pradesh,Vizianagaram,3319.148936170213,0.4721714183178778,3124.817675910277
2023,Andhra Pradesh,West Godavari,3662.790697674419,0.6885011104907789,3017.654767480551
2023,Andhra Pradesh,West Godavari,5584.269662921348,0.6885011104907789,3017.654767480551
2023,Andhra Pradesh,West Godavari,4634.285714285714,0.6885011104907789,3017.654767480551
2023,Arunachal Pradesh,Anjaw,1000.0,0.5856978131155733,3581.541410080592
2023,Arunachal Pradesh,Anjaw,1000.0,0.5856978131155733,3581.541410080592
2023,Arunachal Pradesh,Changlang,2200.0,0.780523632153131,7150.408232535568
2023,Arunachal Pradesh,Changlang,2200.0,0.780523632153131,7150.408232535568
2023,Arunachal Pradesh,Dibang Valley,1000.0,0.7687950811210041,2971.3373846063423
2023,Arunachal Pradesh,Dibang Valley,1000.0,0.7687950811210041,2971.3373846063423
2023,Arunachal Pradesh,East Kameng,1285.7142857142856,0.8446000249152023,3874.276556579739
2023,Arunachal Pradesh,East Kameng,1285.7142857142856,0.8446000249152023,3874.276556579739
2023,Arunachal Pradesh,East Siang,1866.6666666666667,0.4801084295823434,12208.15336027987
2023,Arunachal Pradesh,East Siang,1866.6666666666667,0.4801084295823434,12208.15336027987
2023,Arunachal Pradesh,Kamle,1750.0,0.8233107277022758,5288.26100060706
2023,Arunachal Pradesh,Kamle,1750.0,0.8233107277022758,5288.26100060706
2023,Arunachal Pradesh,Kra Daadi,1000.0,0.8495795260016257,4173.929860107572
2023,Arunachal Pradesh,Kra Daadi,1000.0,0.8495795260016257,4173.929860107572
2023,Arunachal Pradesh,Kurung Kumey,1000.0,0.6927690933496129,2672.740376720008
2023,Arunachal Pradesh,Kurung Kumey,1000.0,0.6927690933496129,2672.740376720008
2023,Arunachal Pradesh,Lohit,2000.0,0.6989416418014704,6016.948376468583
2023,Arunachal Pradesh,Lohit,2000.0,0.6989416418014704,6016.948376468583
2023,Arunachal Pradesh,Longding,2000.0,0.7221859772521756,6810.32065485412
2023,Arunachal Pradesh,Longding,2000.0,0.7221859772521756,6810.32065485412
2023,Arunachal Pradesh,Lower Dibang Valley,1714.2857142857142,0.7425344941087778,7652.05946967929
2023,Arunachal Pradesh,Lower Dibang Valley,1714.2857142857142,0.7425344941087778,7652.05946967929
2023,Arunachal Pradesh,Lower Siang,1600.0,0.8370704257332702,6300.702408424078
2023,Arunachal Pradesh,Lower Siang,1600.0,0.8370704257332702,6300.702408424078
2023,Arunachal Pradesh,Lower Subansiri,2166.666666666667,0.7916048548441174,4826.452539285024
2023,Arunachal Pradesh,Lower Subansiri,2166.666666666667,0.7916048548441174,4826.452539285024
2023,Arunachal Pradesh,Namsai,2222.222222222222,0.762915689467066,8029.314892174216
2023,Arunachal Pradesh,Namsai,2222.222222222222,0.762915689467066,8029.314892174216
2023,Arunachal Pradesh,Pakke Kessang,1333.3333333333337,0.7329541581237076,4944.416039279863
2023,Arunachal Pradesh,Pakke Kessang,1333.3333333333337,0.7329541581237076,4944.416039279863
2023,Arunachal Pradesh,Papum Pare,2083.333333333333,0.6955696564725421,4822.502682020149
2023,Arunachal Pradesh,Papum Pare,2083.333333333333,0.6955696564725421,4822.502682020149
2023,Arunachal Pradesh,Shi Yomi,1666.6666666666667,0.5989696588007606,3103.1717121816146
2023,Arunachal Pradesh,Shi Yomi,1666.6666666666667,0.5989696588007606,3103.1717121816146
2023,Arunachal Pradesh,Siang,2125.0,0.7261686937291998,6232.482294273378
2023,Arunachal Pradesh,Siang,2125.0,0.7261686937291998,6232.482294273378
2023,Arunachal Pradesh,Tawang,2000.0,0.5827176931397402,769.0751182486614
2023,Arunachal Pradesh,Tawang,2000.0,0.5827176931397402,769.0751182486614
2023,Arunachal Pradesh,Tirap,1666.6666666666667,0.7154846188905299,6668.588054505517
2023,Arunachal Pradesh,Tirap,1666.6666666666667,0.7154846188905299,6668.588054505517
2023,Arunachal Pradesh,Upper Siang,2000.0,0.7265565639312815,5379.399291125466
2023,Arunachal Pradesh,Upper Siang,2000.0,0.7265565639312815,5379.399291125466
2023,Arunachal Pradesh,Upper Subansiri,2250.0,0.8287388079985616,4430.060407453425
2023,Arunachal Pradesh,Upper Subansiri,1800.0,0.8287388079985616,4430.060407453425
2023,Arunachal Pradesh,West Kameng,2000.0,0.7946844149622921,2351.34197014243
2023,Arunachal Pradesh,West Kameng,2000.0,0.7946844149622921,2351.34197014243
2023,Arunachal Pradesh,West Siang,1833.3333333333333,0.501523455674558,5303.378543984656
2023,Arunachal Pradesh,West Siang,1833.3333333333333,0.501523455674558,5303.378543984656
2023,Assam,Baksa,2057.4712643678163,0.7049297927465098,4915.465003640044
2023,Assam,Baksa,3000.0,0.7049297927465098,4915.465003640044
2023,Assam,Baksa,2112.3595505617977,0.7049297927465098,4915.465003640044
2023,Assam,Barpeta,1633.3333333333337,0.43819258938725275,4656.3640550763
2023,Assam,Barpeta,3711.111111111111,0.43819258938725275,4656.3640550763
2023,Assam,Barpeta,2500.0,0.43819258938725275,4656.3640550763
2023,Assam,Biswanath,1698.1132075471696,0.483904622154548,5790.673596082948
2023,Assam,Biswanath,2600.0,0.483904622154548,5790.673596082948
2023,Assam,Biswanath,1775.8620689655174,0.483904622154548,5790.673596082948
2023,Assam,Bongaigaon,2044.4444444444443,0.6432247537790612,6707.51636169097
2023,Assam,Bongaigaon,3285.7142857142853,0.6432247537790612,6707.51636169097
2023,Assam,Bongaigaon,2338.983050847458,0.6432247537790612,6707.51636169097
2023,Assam,Cachar,2587.5,0.5825592173100467,7600.547575759887
2023,Assam,Cachar,2000.0,0.5825592173100467,7600.547575759887
2023,Assam,Cachar,2571.428571428572,0.5825592173100467,7600.547575759887
2023,Assam,Charaideo,2058.8235294117644,0.6981138688528158,6628.873709757187
2023,Assam,Charaideo,2058.8235294117644,0.6981138688528158,6628.873709757187
2023,Assam,Chirang,2333.333333333333,0.7291881866484339,6380.415933728686
2023,Assam,Chirang,2500.0,0.7291881866484339,6380.415933728686
2023,Assam,Chirang,2342.1052631578946,0.7291881866484339,6380.415933728686
2023,Assam,Darrang,2117.6470588235293,0.5285765702949209,4374.684402887494
2023,Assam,Darrang,3529.411764705882,0.5285765702949209,4374.684402887494
2023,Assam,Darrang,2434.7826086956525,0.5285765702949209,4374.684402887494
2023,Assam,Dhemaji,2068.493150684932,0.652281973916758,6735.3675564335845
2023,Assam,Dhemaji,2750.0,0.652281973916758,6735.3675564335845
2023,Assam,Dhemaji,2116.883116883117,0.652281973916758,6735.3675564335845
2023,Assam,Dhubri,1971.428571428572,0.23975627975658995,7214.957036341873
2023,Assam,Dhubri,3489.795918367347,0.23975627975658995,7214.957036341873
2023,Assam,Dhubri,2857.1428571428573,0.23975627975658995,7214.957036341873
2023,Assam,Dibrugarh,2670.886075949367,0.274645003693318,6251.676510956709
2023,Assam,Dibrugarh,2000.0,0.274645003693318,6251.676510956709
2023,Assam,Dibrugarh,2696.2025316455697,0.274645003693318,6251.676510956709
2023,Assam,Dima Hasao,1333.3333333333337,0.6095027025018029,5090.457559766956
2023,Assam,Dima Hasao,1333.3333333333337,0.6095027025018029,5090.457559766956
2023,Assam,Goalpara,1937.5,0.5871035206871307,6023.091618455625
2023,Assam,Goalpara,2749.9999999999995,0.5871035206871307,6023.091618455625
2023,Assam,Goalpara,2266.6666666666665,0.5871035206871307,6023.091618455625
2023,Assam,Golaghat,2958.333333333333,0.6489454903053075,6242.8998460975345
2023,Assam,Golaghat,3250.0,0.6489454903053075,6242.8998460975345
2023,Assam,Golaghat,2967.741935483871,0.6489454903053075,6242.8998460975345
2023,Assam,Hailakandi,2880.952380952381,0.6585589230071355,7724.145723602819
2023,Assam,Hailakandi,1000.0,0.6585589230071355,7724.145723602819
2023,Assam,Hailakandi,2837.2093023255816,0.6585589230071355,7724.145723602819
2023,Assam,Hojai,3241.379310344828,0.6116116262178203,4354.397796292399
2023,Assam,Hojai,3142.8571428571427,0.6116116262178203,4354.397796292399
2023,Assam,Hojai,3230.7692307692305,0.6116116262178203,4354.397796292399
2023,Assam,Jorhat,2898.550724637681,0.61873736092021,6082.39616169462
2023,Assam,Jorhat,1000.0,0.61873736092021,6082.39616169462
2023,Assam,Jorhat,2871.428571428571,0.61873736092021,6082.39616169462
2023,Assam,Kamrup,2550.0,0.18114103953731045,4293.201875759573
2023,Assam,Kamrup,3142.8571428571427,0.18114103953731045,4293.201875759573
2023,Assam,Kamrup,2703.7037037037035,0.18114103953731045,4293.201875759573
2023,Assam,Kamrup Metro,2888.888888888889,0.40503335684813907,4419.947073536294
2023,Assam,Kamrup Metro,3166.666666666667,0.40503335684813907,4419.947073536294
2023,Assam,Kamrup Metro,3066.666666666667,0.40503335684813907,4419.947073536294
2023,Assam,Karbi Anglong,2400.0,0.7737813079233897,5041.8406259667645
2023,Assam,Karbi Anglong,2500.0,0.7737813079233897,5041.8406259667645
2023,Assam,Karbi Anglong,2405.4054054054054,0.7737813079233897,5041.8406259667645
2023,Assam,Karimganj,1934.426229508197,0.6533838786434706,8014.999822128521
2023,Assam,Karimganj,2000.0,0.6533838786434706,8014.999822128521
2023,Assam,Karimganj,1939.3939393939395,0.6533838786434706,8014.999822128521
2023,Assam,Kokrajhar,1867.6470588235293,0.6146249650946963,7647.748398242276
2023,Assam,Kokrajhar,2777.777777777778,0.6146249650946963,7647.748398242276
2023,Assam,Kokrajhar,1974.025974025974,0.6146249650946963,7647.748398242276
2023,Assam,Lakhimpur,1885.4166666666667,0.5244369515892491,8777.543028610828
2023,Assam,Lakhimpur,2500.0,0.5244369515892491,8777.543028610828
2023,Assam,Lakhimpur,1955.7522123893807,0.5244369515892491,8777.543028610828
2023,Assam,Majuli,2750.0,0.567931801687066,6383.5187121223
2023,Assam,Majuli,2500.0,0.567931801687066,6383.5187121223
2023,Assam,Majuli,2700.0,0.567931801687066,6383.5187121223
2023,Assam,Marigaon,2416.666666666667,0.5114592797974181,5038.682110528385
2023,Assam,Marigaon,2775.0,0.5114592797974181,5038.682110528385
2023,Assam,Marigaon,2653.333333333333,0.5114592797974181,5038.682110528385
2023,Assam,Nagaon,2543.478260869565,0.5821717786862385,5006.437715814627
2023,Assam,Nagaon,2794.871794871795,0.5821717786862385,5006.437715814627
2023,Assam,Nagaon,2618.320610687023,0.5821717786862385,5006.437715814627
2023,Assam,Nalbari,3234.0425531914893,0.5068023196483049,4070.7527262893377
2023,Assam,Nalbari,3800.0,0.5068023196483049,4070.7527262893377
2023,Assam,Nalbari,3288.4615384615386,0.5068023196483049,4070.7527262893377
2023,Assam,Sivasagar,1927.5362318840585,0.596234808601075,6071.988554430943
2023,Assam,Sivasagar,1927.5362318840585,0.596234808601075,6071.988554430943
2023,Assam,Sonitpur,1712.3287671232877,0.6426145360633522,6286.678073095807
2023,Assam,Sonitpur,3230.7692307692305,0.6426145360633522,6286.678073095807
2023,Assam,Sonitpur,1941.860465116279,0.6426145360633522,6286.678073095807
2023,Assam,Tinsukia,1771.4285714285716,0.6393601363117782,6468.098425928752
2023,Assam,Tinsukia,1785.7142857142858,0.6393601363117782,6468.098425928752
2023,Assam,Udalguri,2213.333333333333,0.6166080259519251,5115.270178237616
2023,Assam,Udalguri,2545.454545454545,0.6166080259519251,5115.270178237616
2023,Assam,Udalguri,2229.885057471264,0.6166080259519251,5115.270178237616
2023,Assam,West Karbi Anglong,2072.7272727272725,0.684959280726377,5440.149155147403
2023,Assam,West Karbi Anglong,2333.333333333333,0.684959280726377,5440.149155147403
2023,Assam,West Karbi Anglong,2122.80701754386,0.684959280726377,5440.149155147403
2023,Bihar,Araria,2250.0,0.5425262016180966,6651.794642803716
2023,Bihar,Araria,2571.428571428571,0.5425262016180966,6651.794642803716
2023,Bihar,Araria,2250.0,0.5425262016180966,6651.794642803716
2023,Bihar,Arwal,3210.5263157894738,0.5206586206910392,3073.275189693301
2023,Bihar,Arwal,3210.5263157894738,0.5206586206910392,3073.275189693301
2023,Bihar,Aurangabad,3172.4137931034484,0.5041589812870045,2819.4996347558263
2023,Bihar,Aurangabad,3172.4137931034484,0.5041589812870045,2819.4996347558263
2023,Bihar,Banka,2830.0,0.440366488441799,4485.970836528142
2023,Bihar,Banka,2830.0,0.440366488441799,4485.970836528142
2023,Bihar,Begusarai,2833.333333333333,0.42097496611366025,3957.1771215794133
2023,Bihar,Begusarai,2833.333333333333,0.42097496611366025,3957.1771215794133
2023,Bihar,Bhagalpur,2636.3636363636365,0.14345003799741035,4992.827531968846
2023,Bihar,Bhagalpur,2636.3636363636365,0.14345003799741035,4992.827531968846
2023,Bihar,Bhojpur,3116.504854368932,0.506009782298586,2671.1214695603244
2023,Bihar,Bhojpur,3116.504854368932,0.506009782298586,2671.1214695603244
2023,Bihar,Buxar,3590.909090909091,0.5270760388861387,2682.504320356893
2023,Bihar,Buxar,3590.909090909091,0.5270760388861387,2682.504320356893
2023,Bihar,Darbhanga,2020.8333333333333,0.5049337985751541,3915.9249047241956
2023,Bihar,Darbhanga,2500.0,0.5049337985751541,3915.9249047241956
2023,Bihar,Darbhanga,2040.0,0.5049337985751541,3915.9249047241956
2023,Bihar,Gaya,2447.058823529412,0.44991610624882983,3090.0869592086947
2023,Bihar,Gaya,2447.058823529412,0.44991610624882983,3090.0869592086947
2023,Bihar,Gopalganj,1428.571428571429,0.35488510101947485,3724.2944464692887
2023,Bihar,Gopalganj,1428.571428571429,0.35488510101947485,3724.2944464692887
2023,Bihar,Jamui,2717.948717948718,0.42694046985163814,3789.6662384552114
2023,Bihar,Jamui,2717.948717948718,0.42694046985163814,3789.6662384552114
2023,Bihar,Jehanabad,2978.260869565217,0.49756225255373293,3445.213703648249
2023,Bihar,Jehanabad,2978.260869565217,0.49756225255373293,3445.213703648249
2023,Bihar,Kaimur (Bhabua),3223.0215827338134,0.5311921840827996,2896.9753438715843
2023,Bihar,Kaimur (Bhabua),3223.0215827338134,0.5311921840827996,2896.9753438715843
2023,Bihar,Katihar,2196.72131147541,0.546507479581085,6276.737670294445
2023,Bihar,Katihar,2681.818181818182,0.546507479581085,6276.737670294445
2023,Bihar,Katihar,2365.853658536585,0.546507479581085,6276.737670294445
2023,Bihar,Khagaria,2294.1176470588234,0.39663849780981686,4791.722201560526
2023,Bihar,Khagaria,2294.1176470588234,0.39663849780981686,4791.722201560526
2023,Bihar,Kishanganj,2345.679012345679,0.5245606839306574,7718.12828449455
2023,Bihar,Kishanganj,3428.5714285714284,0.5245606839306574,7718.12828449455
2023,Bihar,Kishanganj,2505.263157894737,0.5245606839306574,7718.12828449455
2023,Bihar,Lakhisarai,3448.2758620689656,0.48580686014020485,3876.517833361906
2023,Bihar,Lakhisarai,3448.2758620689656,0.48580686014020485,3876.517833361906
2023,Bihar,Madhepura,2328.125,0.5565996386941667,5122.551940570159
2023,Bihar,Madhepura,2328.125,0.5565996386941667,5122.551940570159
2023,Bihar,Madhubani,2136.094674556213,0.5050889418359096,4416.068346090878
2023,Bihar,Madhubani,2500.0,0.5050889418359096,4416.068346090878
2023,Bihar,Madhubani,2144.508670520231,0.5050889418359096,4416.068346090878
2023,Bihar,Munger,3280.0,0.6018451435086548,3884.3601059025414
2023,Bihar,Munger,inf,0.6018451435086548,3884.3601059025414
2023,Bihar,Munger,3192.3076923076924,0.6018451435086548,3884.3601059025414
2023,Bihar,Muzaffarpur,2103.7037037037035,0.4746562925444463,3146.922569644217
2023,Bihar,Muzaffarpur,2103.7037037037035,0.4746562925444463,3146.922569644217
2023,Bihar,Nalanda,2769.911504424779,0.4905024155790187,3588.86899681886
2023,Bihar,Nalanda,2778.761061946903,0.4905024155790187,3588.86899681886
2023,Bihar,Nawada,2695.6521739130435,0.5043479220267513,3569.46688309417
2023,Bihar,Nawada,2695.6521739130435,0.5043479220267513,3569.46688309417
2023,Bihar,Pashchim Champaran,1904.7619047619048,0.46570084035690995,4876.609819423451
2023,Bihar,Pashchim Champaran,1904.7619047619048,0.46570084035690995,4876.609819423451
2023,Bihar,Patna,2959.45945945946,0.2452031704547359,3372.640997635617
2023,Bihar,Patna,2959.45945945946,0.2452031704547359,3372.640997635617
2023,Bihar,Purbi Champaran,1522.1674876847292,0.4235014806454297,3354.5547612059345
2023,Bihar,Purbi Champaran,1522.1674876847292,0.4235014806454297,3354.5547612059345
2023,Bihar,Purnia,2443.298969072165,0.4196290715477272,6057.265460227985
2023,Bihar,Purnia,3000.0,0.4196290715477272,6057.265460227985
2023,Bihar,Purnia,2470.5882352941176,0.4196290715477272,6057.265460227985
2023,Bihar,Rohtas,3835.0515463917527,0.45731430451528954,2838.660209451002
2023,Bihar,Rohtas,3835.0515463917527,0.45731430451528954,2838.660209451002
2023,Bihar,Saharsa,2150.0,0.48681131123315513,4550.89271065581
2023,Bihar,Saharsa,3500.0,0.48681131123315513,4550.89271065581
2023,Bihar,Saharsa,2182.9268292682927,0.48681131123315513,4550.89271065581
2023,Bihar,Samastipur,2593.0232558139537,0.46478929698276844,3876.4693435928402
2023,Bihar,Samastipur,2593.0232558139537,0.46478929698276844,3876.4693435928402
2023,Bihar,Saran,2707.692307692308,0.49489656801010856,3109.847424694136
2023,Bihar,Saran,2707.692307692308,0.49489656801010856,3109.847424694136
2023,Bihar,Sheikhpura,2791.666666666667,0.47259826607634986,3843.5756801923117
2023,Bihar,Sheikhpura,2791.666666666667,0.47259826607634986,3843.5756801923117
2023,Bihar,Sheohar,2000.0,0.4386551408427624,3956.222625272414
2023,Bihar,Sheohar,2000.0,0.4386551408427624,3956.222625272414
2023,Bihar,Sitamarhi,1723.2142857142856,0.45063628909143694,4084.3785554418378
2023,Bihar,Sitamarhi,1723.2142857142856,0.45063628909143694,4084.3785554418378
2023,Bihar,Siwan,1802.197802197802,0.4487964190815186,3508.4148953428453
2023,Bihar,Siwan,1802.197802197802,0.4487964190815186,3508.4148953428453
2023,Bihar,Supaul,2292.452830188679,0.6432266152498097,5681.003049397937
2023,Bihar,Supaul,2000.0,0.6432266152498097,5681.003049397937
2023,Bihar,Supaul,2308.4112149532707,0.6432266152498097,5681.003049397937
2023,Bihar,Vaishali,2526.315789473684,0.454141481554007,3548.6298091018903
2023,Bihar,Vaishali,2526.315789473684,0.454141481554007,3548.6298091018903
2023,Chhattisgarh,Balod,3844.311377245509,0.3996266736649169,4374.282839944316
2023,Chhattisgarh,Balod,3844.311377245509,0.3996266736649169,4374.282839944316
2023,Chhattisgarh,Baloda Bazar,2950.0,0.5453911386436617,5383.9705571922605
2023,Chhattisgarh,Baloda Bazar,2950.0,0.5453911386436617,5383.9705571922605
2023,Chhattisgarh,Balrampur,2540.229885057471,0.6127062564492425,3260.644484561097
2023,Chhattisgarh,Balrampur,2540.229885057471,0.6127062564492425,3260.644484561097
2023,Chhattisgarh,Bastar,2336.283185840708,0.4881260497898218,3700.605003585067
2023,Chhattisgarh,Bastar,2336.283185840708,0.4881260497898218,3700.605003585067
2023,Chhattisgarh,Bemetara,2928.9340101522844,0.5642348497109877,4993.494045244479
2023,Chhattisgarh,Bemetara,2928.9340101522844,0.5642348497109877,4993.494045244479
2023,Chhattisgarh,Bijapur,1662.162162162162,0.644972226241757,3756.561856999117
2023,Chhattisgarh,Bijapur,1662.162162162162,0.644972226241757,3756.561856999117
2023,Chhattisgarh,Bilaspur,3167.701863354037,0.534190545677225,5083.017683887482
2023,Chhattisgarh,Bilaspur,3167.701863354037,0.534190545677225,5083.017683887482
2023,Chhattisgarh,Dantewada,1421.875,0.5662513906241752,3792.7262997075627
2023,Chhattisgarh,Dantewada,1421.875,0.5662513906241752,3792.7262997075627
2023,Chhattisgarh,Dhamtari,3872.48322147651,0.5253961687134805,4665.338994786319
2023,Chhattisgarh,Dhamtari,3872.48322147651,0.5253961687134805,4665.338994786319
2023,Chhattisgarh,Durg,2624.0,0.35374794358677225,4952.601021020553
2023,Chhattisgarh,Durg,2624.0,0.35374794358677225,4952.601021020553
2023,Chhattisgarh,Gariyaband,2119.047619047619,0.6360257998287795,4946.069452223122
2023,Chhattisgarh,Gariyaband,2119.047619047619,0.6360257998287795,4946.069452223122
2023,Chhattisgarh,Gaurella Pendra Marwahi,2981.4814814814813,0.5196914182751595,4810.330034570134
2023,Chhattisgarh,Gaurella Pendra Marwahi,2981.4814814814813,0.5196914182751595,4810.330034570134
2023,Chhattisgarh,Janjgir-Champa,3234.0425531914893,0.5512448044454654,5122.021113090422
2023,Chhattisgarh,Janjgir-Champa,3234.0425531914893,0.5512448044454654,5122.021113090422
2023,Chhattisgarh,Jashpur,1453.3333333333333,0.5266861707831768,4212.413318702286
2023,Chhattisgarh,Jashpur,1453.3333333333333,0.5266861707831768,4212.413318702286
2023,Chhattisgarh,Kabirdham,2059.82905982906,0.5627168187490315,4845.379225985209
2023,Chhattisgarh,Kabirdham,2059.82905982906,0.5627168187490315,4845.379225985209
2023,Chhattisgarh,Kanker,1851.190476190476,0.5090669786241966,4389.6296260758945
2023,Chhattisgarh,Kanker,1851.190476190476,0.5090669786241966,4389.6296260758945
2023,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2200.0,0.5336554120860959,5245.562051374772
2023,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2200.0,0.5336554120860959,5245.562051374772
2023,Chhattisgarh,Kondagaon,1833.3333333333333,0.5564352787039143,3990.90692914888
2023,Chhattisgarh,Kondagaon,1833.3333333333333,0.5564352787039143,3990.90692914888
